10	-3.391499	1.145685
34.9875	25.21678	-0.946996500000001
59.975	33.55367	-1.231425
84.9625	39.61663	-2.113642
109.95	42.93845	-3.330483
134.9375	44.45709	-5.658779
159.925	46.36129	-5.663616
184.9125	46.86961	-9.85621
209.9	47.44061	-9.89719
234.8875	47.79092	-11.06449
259.875	47.65316	-12.50337
284.8625	47.69907	-13.68918
309.85	47.60921	-12.01624
334.8375	47.53166	-12.29583
359.825	47.6537	-10.97595
384.8125	47.39972	-11.24426
409.8	47.22266	-9.635758
434.7875	46.71393	-9.615482
459.775	46.68629	-8.87941
484.7625	46.98467	-8.95445
509.75	46.8875	-8.895941
534.7375	46.72899	-8.59308
559.725	46.44924	-7.832773
584.7125	46.20564	-8.174991
609.7	46.28762	-7.804278
634.6875	46.1418	-7.569918
659.675	45.95856	-7.633918
684.6625	45.69586	-7.372393
709.65	45.47491	-7.267126
734.6375	45.22698	-6.62283
759.625	45.21609	-6.947335
784.6125	44.93023	-6.42748
809.6	44.67688	-6.916095
834.5875	44.59069	-6.811656
859.575	44.25946	-6.332578
884.5625	44.31657	-6.684341
909.55	43.99834	-7.131559
934.5375	43.89048	-6.757484
959.525	43.67941	-6.603696
984.5125	43.55334	-6.270729
1009.5	43.25895	-6.551824
1034.4875	43.35282	-7.03849
1059.475	42.89426	-6.63942
1084.4625	42.86685	-6.717438
1109.45	42.56832	-6.827403
1134.4375	42.48819	-6.563611
1159.425	42.36569	-6.340775
1184.4125	42.30696	-6.489285
1209.4	41.93838	-6.54167
1234.3875	42.10641	-6.695612
1259.375	41.79672	-6.635527
1284.3625	41.69042	-6.384007
1309.35	41.54142	-6.521885
1334.3375	41.13407	-6.743373
1359.325	41.31355	-6.663858
1384.3125	41.05219	-6.900875
1409.3	40.94098	-7.028927
1434.2875	41.00624	-6.858249
1459.275	40.70524	-6.891407
1484.2625	40.37643	-7.168568
1509.25	40.6259	-6.98289
1534.2375	40.28814	-6.731628
1559.225	39.97797	-7.003615
1584.2125	39.94735	-7.328583
1609.2	39.95683	-7.517118
1634.1875	39.7233	-7.432162
1659.175	39.58936	-7.07626
1684.1625	39.34093	-7.299713
1709.15	39.33606	-7.940356
1734.1375	39.28611	-7.813004
1759.125	39.44371	-7.906818
1784.1125	39.02493	-7.672581
1809.1	39.15611	-8.270671
1834.0875	38.7855	-8.085082
1859.075	38.98457	-8.377745
1884.0625	38.73546	-8.348473
1909.05	38.62577	-9.112346
1934.0375	38.57791	-8.735993
1959.025	38.52709	-8.770358
1984.0125	38.43071	-9.1899
2009	38.40801	-9.187226
2033.9875	37.98011	-9.104037
2058.975	37.60829	-9.817309
2083.9625	37.75603	-9.805095
2108.95	37.65949	-9.261787
2133.9375	37.21596	-9.534756
2158.925	37.62031	-10.69777
2183.9125	37.39945	-10.76125
2208.9	37.04574	-10.25557
2233.8875	36.89925	-10.39147
2258.875	36.72015	-11.40994
2283.8625	36.58512	-10.95263
2308.85	36.54535	-11.54622
2333.8375	36.31693	-11.22189
2358.825	36.3863	-11.83445
2383.8125	35.98273	-11.92583
2408.8	35.7485	-11.22861
2433.7875	35.7493	-12.77829
2458.775	35.41933	-11.82155
2483.7625	35.3066	-11.73871
2508.75	35.10336	-12.42659
2533.7375	34.95536	-11.69341
2558.725	34.71082	-11.92798
2583.7125	34.28807	-11.59402
2608.7	34.17146	-12.05229
2633.6875	34.24013	-12.08746
2658.675	34.10012	-10.86259
2683.6625	33.80742	-12.30316
2708.65	33.68842	-11.45703
2733.6375	33.17461	-11.64551
2758.625	33.54509	-11.73541
2783.6125	33.14592	-11.68559
2808.6	32.83494	-10.85662
2833.5875	32.57473	-11.99075
2858.575	32.51078	-10.96254
2883.5625	32.33546	-11.10693
2908.55	32.15695	-11.42217
2933.5375	31.9047	-11.34426
2958.525	31.8709	-10.43656
2983.5125	31.50601	-10.64992
3008.5	31.05334	-10.60957
3033.4875	31.2949	-10.1331
3058.475	31.00875	-11.1569
3083.4625	30.75813	-10.87329
3108.45	30.39177	-10.75015
3133.4375	30.68764	-10.8181
3158.425	30.21806	-10.41804
3183.4125	29.96419	-10.23068
3208.4	30.33582	-10.63836
3233.3875	30.21467	-10.19281
3258.375	29.81846	-10.42739
3283.3625	29.43546	-10.14717
3308.35	29.45029	-10.02804
3333.3375	29.34929	-10.36672
3358.325	29.10486	-10.00542
3383.3125	29.0254	-10.87835
3408.3	28.82482	-10.07988
3433.2875	28.98216	-10.8944
3458.275	28.74104	-10.74006
3483.2625	28.89707	-10.20722
3508.25	28.38166	-10.54512
3533.2375	28.80141	-10.49186
3558.225	28.63267	-11.07566
3583.2125	28.43296	-10.30811
3608.2	28.55548	-11.38079
3633.1875	28.127	-10.67781
3658.175	27.92523	-11.28303
3683.1625	27.9098	-11.23629
3708.15	28.46543	-11.13207
3733.1375	28.07175	-11.1447
3758.125	27.86884	-11.1685
3783.1125	27.94269	-10.93957
3808.1	27.74241	-11.22624
3833.0875	27.46165	-12.25566
3858.075	27.35798	-11.26037
3883.0625	27.96155	-12.56063
3908.05	27.67242	-12.23079
3933.0375	27.58373	-12.25906
3958.025	27.56502	-12.23687
3983.0125	27.2021	-11.92706
4008	27.67648	-12.08738
4032.9875	27.49445	-12.94942
4057.975	27.52863	-12.08282
4082.9625	27.5875	-12.46909
4107.95	27.59921	-12.61528
4132.9375	27.61146	-13.10656
4157.925	27.09788	-13.23039
4182.9125	27.37075	-13.2328
4207.9	27.71612	-13.35662
4232.8875	27.48751	-14.03141
4257.875	27.38495	-14.50159
4282.8625	27.60219	-14.71586
4307.85	27.56737	-14.17377
4332.8375	27.67643	-14.97417
4357.825	27.33168	-14.57638
4382.8125	27.58613	-15.94064
4407.8	27.48447	-15.8097
4432.7875	27.48183	-15.59218
4457.775	27.59082	-16.13819
4482.7625	27.62449	-15.54076
4507.75	27.58614	-17.02092
4532.7375	27.08231	-16.56034
4557.725	27.50815	-15.77892
4582.7125	27.33288	-16.71869
4607.7	27.62183	-16.04602
4632.6875	27.16994	-18.23614
4657.675	27.41162	-17.70411
4682.6625	27.151	-17.2198
4707.65	27.20027	-16.71258
4732.6375	27.27488	-18.15012
4757.625	27.35177	-17.88624
4782.6125	26.83139	-18.53987
4807.6	26.88825	-18.26134
4832.5875	26.84223	-16.93475
4857.575	26.69089	-16.84933
4882.5625	26.64782	-19.1436
4907.55	26.53015	-16.57958
4932.5375	26.56282	-17.18888
4957.525	26.37408	-17.05236
4982.5125	26.18137	-17.319
5007.5	26.27322	-16.65507
5032.4875	26.07854	-16.7477
5057.475	25.94539	-16.74514
5082.4625	25.71072	-16.49741
5107.45	25.70239	-17.27491
5132.4375	25.50088	-17.61364
5157.425	25.43069	-16.06267
5182.4125	25.18324	-15.99474
5207.4	25.02529	-15.4561
5232.3875	25.04889	-15.44683
5257.375	25.10751	-16.37559
5282.3625	24.9218	-15.2803
5307.35	24.70175	-14.93242
5332.3375	24.61028	-15.30047
5357.325	24.53561	-14.85809
5382.3125	24.44564	-14.53297
5407.3	24.37654	-14.75817
5432.2875	24.24005	-13.8071
5457.275	23.9722	-14.56568
5482.2625	23.89138	-14.06583
5507.25	23.86275	-14.07384
5532.2375	23.86319	-13.22411
