FREQ-A	TRACE-A	FREQ-B	TRACE-B
8236.363637	-76.733	8236.363637	-74.825
8239.09091	-76.508	8239.09091	-74.281
8241.818182	-77.935	8241.818182	-75.086
8244.545455	-77.012	8244.545455	-73.725
8247.272728	-77.121	8247.272728	-74.536
8250.000001	-77.152	8250.000001	-73.977
8252.727273	-77.178	8252.727273	-74.308
8255.454546	-76.276	8255.454546	-73.92
8258.181819	-77.477	8258.181819	-74.185
8260.909091	-75.951	8260.909091	-73.605
8263.636364	-77.196	8263.636364	-74.35
8266.363637	-76.669	8266.363637	-74.102
8269.09091	-76.727	8269.09091	-73.406
8271.818182	-76.556	8271.818182	-73.283
8274.545455	-77.558	8274.545455	-74.609
8277.272728	-76.506	8277.272728	-73.294
8280.000001	-76.134	8280.000001	-73.923
8282.727273	-76.321	8282.727273	-73.47
8285.454546	-76.214	8285.454546	-73.684
8288.181819	-76.626	8288.181819	-72.96
8290.909091	-76.284	8290.909091	-73.363
8293.636364	-76.364	8293.636364	-73.524
8296.363637	-76.452	8296.363637	-73.938
8299.09091	-76.243	8299.09091	-73.233
8301.818182	-76.432	8301.818182	-74.444
8304.545455	-75.741	8304.545455	-73.623
8307.272728	-76.684	8307.272728	-73.773
8310.000001	-76.097	8310.000001	-72.982
8312.727273	-76.239	8312.727273	-73.904
8315.454546	-76.161	8315.454546	-73.29
8318.181819	-77.127	8318.181819	-73.711
8320.909091	-75.759	8320.909091	-73.019
8323.636364	-75.812	8323.636364	-74.204
8326.363637	-76.106	8326.363637	-73.277
8329.09091	-76.688	8329.09091	-74.556
8331.818182	-75.65	8331.818182	-74.012
8334.545455	-76.483	8334.545455	-74.058
8337.272728	-76.196	8337.272728	-74.299
8340.000001	-77.008	8340.000001	-74.432
8342.727273	-76.159	8342.727273	-73.965
8345.454546	-76.586	8345.454546	-74.177
8348.181819	-76.226	8348.181819	-73.789
8350.909091	-77.459	8350.909091	-75.045
8353.636364	-76.483	8353.636364	-73.927
8356.363637	-76.993	8356.363637	-74.387
8359.09091	-76.45	8359.09091	-74.131
8361.818182	-76.614	8361.818182	-74.671
8364.545455	-77.165	8364.545455	-73.586
8367.272728	-76.334	8367.272728	-75.051
8370.000001	-76.332	8370.000001	-74.977
8372.727273	-77.759	8372.727273	-75.589
8375.454546	-77.225	8375.454546	-74.778
8378.181819	-77.546	8378.181819	-75.069
8380.909091	-76.581	8380.909091	-75.441
8383.636364	-77.492	8383.636364	-74.901
8386.363637	-76.623	8386.363637	-74.746
8389.09091	-76.884	8389.09091	-75.023
8391.818182	-77.163	8391.818182	-75.114
8394.545455	-77.233	8394.545455	-74.356
8397.272728	-77.383	8397.272728	-74.584
8400.000001	-77.878	8400.000001	-75.056
8402.727273	-76.979	8402.727273	-75.278
8405.454546	-77.64	8405.454546	-75.171
8408.181819	-76.801	8408.181819	-75.373
8410.909091	-77.377	8410.909091	-74.736
8413.636364	-76.951	8413.636364	-74.34
8416.363637	-78.496	8416.363637	-75.327
8419.09091	-76.933	8419.09091	-74.894
8421.818182	-78.178	8421.818182	-75.071
8424.545455	-78.222	8424.545455	-74.727
8427.272728	-77.568	8427.272728	-75.777
8430.000001	-77.045	8430.000001	-76.156
8432.727273	-77.84	8432.727273	-75.394
8435.454546	-77.731	8435.454546	-75.575
8438.181819	-78.564	8438.181819	-75.398
8440.909091	-77.112	8440.909091	-75.55
8443.636364	-78.141	8443.636364	-75.632
8446.363637	-77.479	8446.363637	-75.678
8449.09091	-78.442	8449.09091	-75.633
8451.818182	-77.944	8451.818182	-75.392
8454.545455	-77.597	8454.545455	-75.659
8457.272728	-77.306	8457.272728	-75.253
8460.000001	-77.32	8460.000001	-76.238
8462.727273	-77.612	8462.727273	-75.915
8465.454546	-78.289	8465.454546	-76.568
8468.181819	-77.352	8468.181819	-76.056
8470.909091	-78.598	8470.909091	-75.998
8473.636364	-78.151	8473.636364	-75.442
8476.363637	-77.67	8476.363637	-75.837
8479.09091	-77.812	8479.09091	-75.272
8481.818182	-78.393	8481.818182	-75.975
8484.545455	-76.911	8484.545455	-75.424
8487.272728	-77.564	8487.272728	-76.43
8490.000001	-77.381	8490.000001	-75.222
8492.727273	-78.109	8492.727273	-75.565
8495.454546	-77.716	8495.454546	-74.782
8498.181819	-77.918	8498.181819	-75.873
8500.909091	-77.601	8500.909091	-75.848
8503.636364	-77.299	8503.636364	-76.151
8506.363637	-77.81	8506.363637	-75.398
8509.09091	-77.395	8509.09091	-75.473
8511.818182	-77.294	8511.818182	-75.014
8514.545455	-77.889	8514.545455	-75.632
8517.272728	-77.404	8517.272728	-74.784
8520.000001	-77.892	8520.000001	-76.357
8522.727273	-77.416	8522.727273	-75.458
8525.454546	-77.984	8525.454546	-75.251
8528.181819	-76.822	8528.181819	-74.549
8530.909091	-77.73	8530.909091	-76.057
8533.636364	-77.192	8533.636364	-74.576
8536.363637	-77.474	8536.363637	-75.817
8539.09091	-76.579	8539.09091	-74.981
8541.818182	-77.771	8541.818182	-75.448
8544.545455	-77.417	8544.545455	-74.931
8547.272728	-77.278	8547.272728	-75.069
8550.000001	-76.973	8550.000001	-74.719
8552.727273	-77.138	8552.727273	-75.43
8555.454546	-77.189	8555.454546	-74.908
8558.181819	-76.977	8558.181819	-75.205
8560.909091	-76.132	8560.909091	-74.759
8563.636364	-77.239	8563.636364	-74.78
8566.363637	-76.778	8566.363637	-74.64
8569.09091	-77.598	8569.09091	-75.422
8571.818182	-76.361	8571.818182	-74.85
8574.545455	-77.845	8574.545455	-74.594
8577.272728	-76.704	8577.272728	-74.379
8580.000001	-77.191	8580.000001	-74.951
8582.727273	-76.771	8582.727273	-75.142
8585.454546	-77.323	8585.454546	-74.77
8588.181819	-76.729	8588.181819	-74.787
8590.909091	-77.176	8590.909091	-74.975
8593.636364	-76.429	8593.636364	-75.433
8596.363637	-78.048	8596.363637	-74.751
8599.09091	-77.086	8599.09091	-74.75
8601.818182	-77.58	8601.818182	-74.34
8604.545455	-77.181	8604.545455	-74.904
8607.272728	-76.808	8607.272728	-75.997
8610.000001	-77.147	8610.000001	-74.78
8612.727273	-77.765	8612.727273	-75.813
8615.454546	-77.323	8615.454546	-74.866
8618.181819	-76.725	8618.181819	-75.408
8620.909091	-77.114	8620.909091	-75.111
8623.636364	-77.484	8623.636364	-75.28
8626.363637	-77.48	8626.363637	-74.653
8629.09091	-78.324	8629.09091	-75.722
8631.818182	-77.755	8631.818182	-75.168
8634.545455	-77.395	8634.545455	-75.894
8637.272728	-77.204	8637.272728	-75.738
8640.000001	-78.715	8640.000001	-76.511
8642.727273	-78.265	8642.727273	-76.339
8645.454546	-78.154	8645.454546	-75.819
8648.181819	-77.922	8648.181819	-75.719
8650.909091	-78.496	8650.909091	-76.65
8653.636364	-78.584	8653.636364	-76.666
8656.363637	-78.963	8656.363637	-76.428
8659.09091	-77.881	8659.09091	-76.422
8661.818182	-78.269	8661.818182	-76.177
8664.545455	-78.603	8664.545455	-76.488
8667.272728	-79.201	8667.272728	-76.979
8670.000001	-78.604	8670.000001	-76.18
8672.727273	-78.909	8672.727273	-76.919
8675.454546	-78.512	8675.454546	-76.338
8678.181819	-78.811	8678.181819	-77.165
8680.909091	-78.424	8680.909091	-77.092
8683.636364	-79.327	8683.636364	-77.25
8686.363637	-79.212	8686.363637	-76.38
8689.09091	-79.288	8689.09091	-77.709
8691.818182	-78.711	8691.818182	-76.641
8694.545455	-79.393	8694.545455	-77.254
8697.272728	-78.623	8697.272728	-76.734
8700.000001	-78.866	8700.000001	-76.526
8702.727273	-79.532	8702.727273	-77.21
8705.454546	-79.702	8705.454546	-77.439
8708.181819	-78.53	8708.181819	-76.214
8710.909091	-79.552	8710.909091	-77.671
8713.636364	-78.991	8713.636364	-76.869
8716.363637	-79.128	8716.363637	-77.418
8719.09091	-78.921	8719.09091	-77.232
8721.818182	-80.007	8721.818182	-77.071
8724.545455	-78.384	8724.545455	-77.414
8727.272728	-79.68	8727.272728	-77.126
8730.000001	-79.071	8730.000001	-76.949
8732.727273	-79.813	8732.727273	-76.202
8735.454546	-79.523	8735.454546	-77.299
8738.181819	-79.848	8738.181819	-77.837
8740.909091	-79.159	8740.909091	-76.705
8743.636364	-79.54	8743.636364	-77.529
8746.363637	-79.39	8746.363637	-76.73
8749.09091	-79.557	8749.09091	-77.862
8751.818182	-78.892	8751.818182	-76.731
8754.545455	-79.481	8754.545455	-76.97
8757.272728	-79.606	8757.272728	-77.581
8760.000001	-79.288	8760.000001	-76.9
8762.727273	-79.232	8762.727273	-77.245
8765.454546	-79.544	8765.454546	-77.411
8768.181819	-78.426	8768.181819	-76.93
8770.909091	-78.941	8770.909091	-77.061
8773.636364	-78.967	8773.636364	-76.118
8776.363637	-79.117	8776.363637	-76.875
8779.09091	-78.639	8779.09091	-76.94
8781.818182	-78.789	8781.818182	-77.182
8784.545455	-78.268	8784.545455	-76.094
8787.272728	-78.039	8787.272728	-76.61
8790.000001	-78.589	8790.000001	-75.875
8792.727273	-78.355	8792.727273	-75.999
8795.454546	-78.139	8795.454546	-75.879
8798.181819	-78.719	8798.181819	-76.216
8800.909091	-77.896	8800.909091	-76.218
8803.636364	-78.968	8803.636364	-76.785
8806.363637	-78.178	8806.363637	-76.242
8809.09091	-78.663	8809.09091	-76.039
8811.818182	-77.483	8811.818182	-75.719
8814.545455	-78.119	8814.545455	-75.574
8817.272728	-78.224	8817.272728	-76.384
8820.000001	-78.684	8820.000001	-76.217
8822.727273	-77.857	8822.727273	-75.908
8825.454546	-77.887	8825.454546	-76.07
8828.181819	-78.455	8828.181819	-75.652
8830.909091	-78.051	8830.909091	-76.621
8833.636364	-78.166	8833.636364	-76.245
8836.363637	-78.544	8836.363637	-76.069
8839.09091	-77.11	8839.09091	-75.976
8841.818182	-78.391	8841.818182	-77.259
8844.545455	-78.508	8844.545455	-76.996
8847.272728	-78.29	8847.272728	-77.092
8850.000001	-77.979	8850.000001	-76.276
8852.727273	-78.749	8852.727273	-76.568
8855.454546	-78.512	8855.454546	-76.572
8858.181819	-78.416	8858.181819	-77.225
8860.909091	-79.073	8860.909091	-76.357
8863.636364	-78.99	8863.636364	-77.129
8866.363637	-77.592	8866.363637	-76.639
8869.09091	-79.671	8869.09091	-76.49
8871.818182	-78.282	8871.818182	-76.815
8874.545455	-79.895	8874.545455	-78.562
8877.272728	-79.566	8877.272728	-77.093
8880.000001	-79.789	8880.000001	-77.675
8882.727273	-79.171	8882.727273	-77.186
8885.454546	-80.241	8885.454546	-77.805
8888.181819	-79.551	8888.181819	-78.32
8890.909091	-80.103	8890.909091	-78.31
8893.636364	-80.638	8893.636364	-78.772
8896.363637	-81.079	8896.363637	-79.499
8899.09091	-80.432	8899.09091	-78.654
8901.818182	-81.528	8901.818182	-79.798
8904.545455	-81.378	8904.545455	-79.762
8907.272728	-81.776	8907.272728	-80.378
8910.000001	-81.955	8910.000001	-80.128
8912.727273	-82.035	8912.727273	-80.634
8915.454546	-82.227	8915.454546	-80.576
8918.181819	-82.745	8918.181819	-81.08
8920.909091	-82.027	8920.909091	-80.856
8923.636364	-82.965	8923.636364	-80.999
8926.363637	-82.683	8926.363637	-81.244
8929.09091	-82.795	8929.09091	-80.391
8931.818182	-82.486	8931.818182	-80.875
8934.545455	-83.481	8934.545455	-81.483
8937.272728	-82.381	8937.272728	-80.837
8940.000001	-83.364	8940.000001	-81.463
8942.727273	-83.177	8942.727273	-81.852
8945.454546	-83.347	8945.454546	-82.326
8948.181819	-83.167	8948.181819	-81.761
8950.909091	-84.378	8950.909091	-82.487
8953.636364	-83.014	8953.636364	-81.761
8956.363637	-84.309	8956.363637	-82.057
8959.09091	-83.558	8959.09091	-81.572
8961.818182	-84.022	8961.818182	-82.592
8964.545455	-83.439	8964.545455	-82.013
8967.272728	-84.173	8967.272728	-83.057
8970.000001	-84.137	8970.000001	-82.533
8972.727273	-84.774	8972.727273	-83.276
8975.454546	-84.608	8975.454546	-82.701
8978.181819	-85.003	8978.181819	-82.572
8980.909091	-85.007	8980.909091	-84.299
8983.636364	-85.651	8983.636364	-84.941
8986.363637	-85.287	8986.363637	-84.179
8989.09091	-86.055	8989.09091	-84.591
8991.818182	-85.48	8991.818182	-84.293
8994.545455	-86.396	8994.545455	-84.916
8997.272728	-85.628	8997.272728	-84.604
9000.000001	-86.562	9000.000001	-85.329
9002.727273	-86.447	9002.727273	-85.279
9005.454546	-86.669	9005.454546	-84.654
9008.181819	-86.206	9008.181819	-85.168
9010.909091	-86.031	9010.909091	-85.554
9013.636364	-86.242	9013.636364	-85.334
9016.363637	-86.687	9016.363637	-86.012
9019.09091	-85.817	9019.09091	-85.651
9021.818182	-86.265	9021.818182	-85.634
9024.545455	-87.082	9024.545455	-85.733
9027.272728	-85.867	9027.272728	-86.024
9030.000001	-86.362	9030.000001	-85.538
9032.727273	-86.598	9032.727273	-86.768
9035.454546	-87.022	9035.454546	-85.611
9038.181819	-87.101	9038.181819	-86.48
9040.909091	-86.768	9040.909091	-85.75
9043.636364	-87.049	9043.636364	-86.692
9046.363637	-86.98	9046.363637	-85.929
9049.09091	-87.256	9049.09091	-86.489
9051.818182	-86.712	9051.818182	-86.331
9054.545455	-88.035	9054.545455	-86.771
9057.272728	-87.115	9057.272728	-86.532
9060.000001	-87.304	9060.000001	-87.034
9062.727273	-87.161	9062.727273	-87.304
9065.454546	-87.327	9065.454546	-87.453
9068.181819	-87.332	9068.181819	-87.234
9070.909091	-87.606	9070.909091	-87.342
9073.636364	-87.476	9073.636364	-87.141
9076.363637	-87.344	9076.363637	-88.305
9079.09091	-87.822	9079.09091	-87.156
9081.818182	-87.643	9081.818182	-87.613
9084.545455	-87.17	9084.545455	-87.467
9087.272728	-88.312	9087.272728	-86.879
9090.000001	-87.602	9090.000001	-86.948
9092.727273	-88.395	9092.727273	-88.156
9095.454546	-87.842	9095.454546	-87.761
9098.181819	-88.03	9098.181819	-87.622
9100.909091	-87.561	9100.909091	-87.557
9103.636364	-87.381	9103.636364	-88.05
9106.363637	-87.635	9106.363637	-87.308
9109.09091	-87.475	9109.09091	-87.737
9111.818182	-87.539	9111.818182	-87.054
9114.545455	-88.158	9114.545455	-87.375
9117.272728	-87.241	9117.272728	-87.716
9120.000001	-88.028	9120.000001	-87.083
9122.727273	-87.198	9122.727273	-87.571
9125.454546	-87.69	9125.454546	-87.742
9128.181819	-88.309	9128.181819	-87.419
9130.909091	-87.606	9130.909091	-87.936
9133.636364	-87.916	9133.636364	-87.966
9136.363637	-87.755	9136.363637	-87.455
9139.09091	-87.769	9139.09091	-87.843
9141.818182	-88.028	9141.818182	-87.964
9144.545455	-87.911	9144.545455	-87.972
9147.272728	-88.41	9147.272728	-88.518
9150.000001	-87.672	9150.000001	-88.047
