FREQ-A		TRACE-A	FREQ-B		TRACE-B
7650.000001	-84.651	7650.000001	-82.929
7652.727273	-84.631	7652.727273	-82.908
7655.454546	-84.774	7655.454546	-82.555
7658.181819	-84.71	7658.181819	-82.538
7660.909091	-84.571	7660.909091	-81.987
7663.636364	-84.06	7663.636364	-81.568
7666.363637	-84.072	7666.363637	-81.314
7669.09091	-84.469	7669.09091	-81.646
7671.818182	-83.908	7671.818182	-81.402
7674.545455	-83.388	7674.545455	-81.466
7677.272728	-83.677	7677.272728	-81.467
7680.000001	-82.438	7680.000001	-81.407
7682.727273	-82.499	7682.727273	-81.069
7685.454546	-83.362	7685.454546	-81.252
7688.181819	-82.563	7688.181819	-80.933
7690.909091	-82.521	7690.909091	-80.884
7693.636364	-82.633	7693.636364	-80.701
7696.363637	-82.529	7696.363637	-80.351
7699.09091	-82.044	7699.09091	-80.06
7701.818182	-82.169	7701.818182	-80.001
7704.545455	-82.057	7704.545455	-78.898
7707.272728	-82.35	7707.272728	-79.812
7710.000001	-80.943	7710.000001	-79.257
7712.727273	-82.239	7712.727273	-79.385
7715.454546	-80.849	7715.454546	-78.746
7718.181819	-81.045	7718.181819	-79.036
7720.909091	-80.186	7720.909091	-78.121
7723.636364	-80.483	7723.636364	-78.198
7726.363637	-79.297	7726.363637	-77.618
7729.09091	-80.069	7729.09091	-77.977
7731.818182	-79.457	7731.818182	-77.094
7734.545455	-79.853	7734.545455	-77.667
7737.272728	-80.129	7737.272728	-77.278
7740.000001	-79.411	7740.000001	-76.289
7742.727273	-79.392	7742.727273	-76.45
7745.454546	-79.19	7745.454546	-76.724
7748.181819	-78.888	7748.181819	-76.689
7750.909091	-79.171	7750.909091	-75.903
7753.636364	-78.809	7753.636364	-75.9
7756.363637	-78.603	7756.363637	-75.495
7759.09091	-77.741	7759.09091	-75.429
7761.818182	-77.737	7761.818182	-75.764
7764.545455	-77.788	7764.545455	-74.852
7767.272728	-77.386	7767.272728	-75.678
7770.000001	-77.625	7770.000001	-75.444
7772.727273	-77.507	7772.727273	-74.708
7775.454546	-76.935	7775.454546	-74.774
7778.181819	-77.267	7778.181819	-75.045
7780.909091	-76.545	7780.909091	-73.621
7783.636364	-76.584	7783.636364	-75.373
7786.363637	-76.464	7786.363637	-74.057
7789.09091	-77.01	7789.09091	-74.139
7791.818182	-76.675	7791.818182	-74.719
7794.545455	-76.795	7794.545455	-73.531
7797.272728	-76.423	7797.272728	-73.852
7800.000001	-77.397	7800.000001	-73.979
7802.727273	-76.879	7802.727273	-73.451
7805.454546	-77.098	7805.454546	-73.674
7808.181819	-76.18	7808.181819	-74.072
7810.909091	-77.012	7810.909091	-74.358
7813.636364	-75.923	7813.636364	-73.471
7816.363637	-75.93	7816.363637	-74.215
7819.09091	-76.498	7819.09091	-73.265
7821.818182	-76.634	7821.818182	-73.538
7824.545455	-76.768	7824.545455	-73.943
7827.272728	-77.309	7827.272728	-74.108
7830.000001	-76.605	7830.000001	-73.91
7832.727273	-76.305	7832.727273	-73.749
7835.454546	-77.114	7835.454546	-74.076
7838.181819	-76.615	7838.181819	-74.14
7840.909091	-76.968	7840.909091	-73.327
7843.636364	-77.122	7843.636364	-73.49
7846.363637	-77.05	7846.363637	-73.745
7849.09091	-77.39	7849.09091	-74.626
7851.818182	-76.064	7851.818182	-73.427
7854.545455	-76.985	7854.545455	-73.844
7857.272728	-76.942	7857.272728	-74.086
7860.000001	-76.276	7860.000001	-73.87
7862.727273	-76.822	7862.727273	-73.243
7865.454546	-77.09	7865.454546	-73.768
7868.181819	-77.164	7868.181819	-74.202
7870.909091	-77.339	7870.909091	-74.789
7873.636364	-76.822	7873.636364	-74.227
7876.363637	-77.548	7876.363637	-74.076
7879.09091	-76.572	7879.09091	-74.049
7881.818182	-76.818	7881.818182	-74.526
7884.545455	-77.369	7884.545455	-74.607
7887.272728	-77.195	7887.272728	-74.879
7890.000001	-76.734	7890.000001	-73.679
7892.727273	-77.938	7892.727273	-74.093
7895.454546	-76.701	7895.454546	-74.417
7898.181819	-76.842	7898.181819	-74.546
7900.909091	-76.604	7900.909091	-74.796
7903.636364	-77.491	7903.636364	-74.671
7906.363637	-76.657	7906.363637	-74.555
7909.09091	-77.583	7909.09091	-73.668
7911.818182	-77.39	7911.818182	-73.943
7914.545455	-77.882	7914.545455	-74.609
7917.272728	-76.244	7917.272728	-73.685
7920.000001	-77.007	7920.000001	-74.956
7922.727273	-75.361	7922.727273	-74.153
7925.454546	-77.302	7925.454546	-74.031
7928.181819	-77.429	7928.181819	-73.65
7930.909091	-76.987	7930.909091	-73.576
7933.636364	-77.317	7933.636364	-74.223
7936.363637	-77.222	7936.363637	-75.084
7939.09091	-76.025	7939.09091	-73.019
7941.818182	-77.165	7941.818182	-74.374
7944.545455	-76.424	7944.545455	-73.33
7947.272728	-77.008	7947.272728	-74.648
7950.000001	-76.429	7950.000001	-73.117
7952.727273	-76.803	7952.727273	-74.384
7955.454546	-77.151	7955.454546	-73.668
7958.181819	-76.915	7958.181819	-73.904
7960.909091	-76.609	7960.909091	-73.521
7963.636364	-76.637	7963.636364	-73.572
7966.363637	-76.173	7966.363637	-73.843
7969.09091	-77.317	7969.09091	-73.948
7971.818182	-76.832	7971.818182	-73.386
7974.545455	-76.007	7974.545455	-74.025
7977.272728	-77.18	7977.272728	-73.125
7980.000001	-76.866	7980.000001	-73.631
7982.727273	-76.016	7982.727273	-73.629
7985.454546	-75.971	7985.454546	-73.771
7988.181819	-76.372	7988.181819	-73.713
7990.909091	-76.192	7990.909091	-73.309
7993.636364	-76.596	7993.636364	-74.004
7996.363637	-76.268	7996.363637	-73.972
7999.09091	-76.58	7999.09091	-72.734
8001.818182	-76.385	8001.818182	-73.779
8004.545455	-75.928	8004.545455	-73.124
8007.272728	-76.737	8007.272728	-73.857
8010.000001	-76.067	8010.000001	-72.986
8012.727273	-76.038	8012.727273	-73.758
8015.454546	-75.883	8015.454546	-73.621
8018.181819	-76.471	8018.181819	-73.049
8020.909091	-75.827	8020.909091	-73.311
8023.636364	-76.558	8023.636364	-73.203
8026.363637	-75.736	8026.363637	-72.987
8029.09091	-76.693	8029.09091	-72.935
8031.818182	-76.046	8031.818182	-72.745
8034.545455	-76.581	8034.545455	-72.964
8037.272728	-76.078	8037.272728	-73.304
8040.000001	-76.136	8040.000001	-72.7
8042.727273	-76.362	8042.727273	-73.023
8045.454546	-76.418	8045.454546	-73.715
8048.181819	-75.988	8048.181819	-73.391
8050.909091	-76.115	8050.909091	-73.66
8053.636364	-76.108	8053.636364	-72.639
8056.363637	-76.513	8056.363637	-74.078
